REF_DATE,GEO,Violations,Statistics,VALUE
2005,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,14172
2006,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,16175
2007,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,14690
2008,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,9004
2009,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,6529
2010,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,5629
2011,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,3882
2012,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,3721
2013,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,3626
2014,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,3815
2015,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,4123
2016,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,4122
2017,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,4170
2018,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,4705
2019,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,5546
2020,Manitoba [46],Total theft of motor vehicle [220],Actual incidents,4802
2000,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",1028.96
2001,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",1146.39
2002,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",1047.54
2003,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",1107.82
2004,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",1359.45
2005,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",1202.75
2006,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",1366.68
2007,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",1235.11
2008,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",751.73
2009,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",540.22
2010,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",461.04
2011,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",314.68
2012,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",297.69
2013,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",286.73
2014,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",298.28
2015,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",319.06
2016,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",313.67
2017,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",312.41
2018,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",347.79
2019,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",404.95
2020,Manitoba [46],Total theft of motor vehicle [220],"Rate per 100,000 population",348.16
2000,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,497
2001,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,492
2002,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,488
2003,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,463
2004,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,485
2005,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,689
2006,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,566
2007,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,578
2008,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,485
2009,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,551
2010,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,459
2011,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,409
2012,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,440
2013,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,374
2014,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,422
2015,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,399
2016,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,455
2017,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,496
2018,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,560
2019,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,535
2020,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]",Actual incidents,467
2000,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",43.32
2001,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",42.73
2002,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",42.19
2003,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",39.78
2004,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",41.33
2005,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",58.47
2006,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",47.82
2007,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",48.6
2008,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",40.49
2009,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",45.59
2010,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",37.59
2011,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",33.15
2012,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",35.2
2013,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",29.57
2014,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",32.99
2015,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",30.88
2016,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",34.62
2017,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",37.16
2018,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",41.39
2019,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",39.06
2020,Manitoba [46],"Total theft over $5,000 (non-motor vehicle) [230]","Rate per 100,000 population",33.86
2000,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,27163
2001,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,28289
2002,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,28614
2003,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,33966
2004,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,32765
2005,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,27131
2006,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,25316
2007,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,21719
2008,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,20246
2009,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,28875
2010,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,20641
2011,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,17927
2012,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,17896
2013,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,16086
2014,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,16991
2015,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,17887
2016,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,18940
2017,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,20500
2018,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,25025
2019,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,29774
2020,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]",Actual incidents,22176
2000,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2367.41
2001,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2456.84
2002,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2473.95
2003,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2918.5
2004,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2791.92
2005,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2302.55
2006,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2139.04
2007,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1826.1
2008,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1690.3
2009,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2389.15
2010,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1690.6
2011,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1453.17
2012,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1431.71
2013,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1272
2014,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1328.45
2015,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1384.2
2016,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1441.25
2017,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1535.82
2018,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1849.83
2019,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2174.01
2020,Manitoba [46],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1607.82
2000,Manitoba [46],Fraud [2160],Actual incidents,2473
2001,Manitoba [46],Fraud [2160],Actual incidents,2824
2002,Manitoba [46],Fraud [2160],Actual incidents,2592
2003,Manitoba [46],Fraud [2160],Actual incidents,2467
2004,Manitoba [46],Fraud [2160],Actual incidents,2416
2005,Manitoba [46],Fraud [2160],Actual incidents,2476
2006,Manitoba [46],Fraud [2160],Actual incidents,2560
2007,Manitoba [46],Fraud [2160],Actual incidents,2251
2008,Manitoba [46],Fraud [2160],Actual incidents,2493
2009,Manitoba [46],Fraud [2160],Actual incidents,2677
2010,Manitoba [46],Fraud [2160],Actual incidents,2089
2011,Manitoba [46],Fraud [2160],Actual incidents,1963
2012,Manitoba [46],Fraud [2160],Actual incidents,2142
2013,Manitoba [46],Fraud [2160],Actual incidents,2339
2014,Manitoba [46],Fraud [2160],Actual incidents,2357
2015,Manitoba [46],Fraud [2160],Actual incidents,2980
2016,Manitoba [46],Fraud [2160],Actual incidents,3542
2017,Manitoba [46],Fraud [2160],Actual incidents,3744
2018,Manitoba [46],Fraud [2160],Actual incidents,4643
2019,Manitoba [46],Fraud [2160],Actual incidents,5741
2020,Manitoba [46],Fraud [2160],Actual incidents,5610
2000,Manitoba [46],Fraud [2160],"Rate per 100,000 population",215.54
2001,Manitoba [46],Fraud [2160],"Rate per 100,000 population",245.26
2002,Manitoba [46],Fraud [2160],"Rate per 100,000 population",224.1
2003,Manitoba [46],Fraud [2160],"Rate per 100,000 population",211.97
